,age,job,marital
33208,33,services,married
33209,37,services,married
33210,32,admin.,single
33211,24,student,single
33212,49,blue-collar,married
33213,30,admin.,married
33214,28,admin.,single
33215,50,blue-collar,divorced
33216,34,admin.,married
33217,59,blue-collar,married
33218,41,management,married
33219,33,blue-collar,married
33220,39,management,single
33221,38,entrepreneur,married
33222,57,retired,divorced
33223,41,management,married
33224,36,admin.,married
33225,26,blue-collar,married
33226,36,admin.,single
33227,37,admin.,married
33228,38,student,divorced
33229,48,admin.,divorced
33230,33,blue-collar,single
33231,34,admin.,divorced
33232,44,blue-collar,divorced
33233,44,management,married
33234,55,blue-collar,married
33235,31,blue-collar,married
33236,45,admin.,married
33237,39,blue-collar,single
33238,31,blue-collar,married
33239,36,blue-collar,married
33240,32,entrepreneur,married
33241,36,blue-collar,married
33242,26,services,single
33243,26,blue-collar,married
33244,26,blue-collar,married
33245,32,blue-collar,single
33246,40,blue-collar,single
33247,28,technician,married
33248,28,admin.,single
33249,36,admin.,single
33250,28,technician,married
33251,36,admin.,single
33252,37,admin.,single
33253,54,management,divorced
33254,36,admin.,divorced
33255,38,blue-collar,married
33256,32,blue-collar,single
33257,29,blue-collar,married
33258,42,blue-collar,married
33259,29,blue-collar,married
33260,34,self-employed,single
33261,31,blue-collar,married
33262,27,services,married
33263,27,student,single
33264,42,blue-collar,married
33265,31,admin.,married
33266,34,blue-collar,single
33267,26,services,married
33268,21,services,single
33269,29,services,married
33270,35,admin.,single
33271,26,services,single
33272,34,blue-collar,single
33273,53,unemployed,married
33274,29,services,married
33275,33,self-employed,single
33276,33,self-employed,single
33277,46,technician,married
33278,33,self-employed,single
33279,36,services,single
33280,51,blue-collar,married
33281,33,self-employed,single
33282,31,services,single
33283,31,blue-collar,married
33284,38,technician,married
33285,34,admin.,divorced
33286,31,services,single
33287,43,admin.,married
33288,34,unemployed,single
33289,34,admin.,divorced
33290,33,blue-collar,married
33291,39,admin.,married
33292,32,services,single
33293,47,admin.,divorced
33294,43,technician,married
33295,53,technician,single
33296,36,blue-collar,married
33297,32,services,single
33298,51,blue-collar,married
33299,31,admin.,single
33300,47,admin.,divorced
33301,28,blue-collar,married
33302,28,blue-collar,married
33303,42,blue-collar,married
33304,41,blue-collar,married
33305,33,blue-collar,single
33306,31,blue-collar,married
33307,28,blue-collar,married
33308,43,services,married
33309,29,admin.,single
33310,49,blue-collar,married
33311,28,blue-collar,married
33312,50,technician,married
33313,35,blue-collar,married
33314,34,blue-collar,divorced
33315,35,blue-collar,unknown
33316,32,blue-collar,divorced
33317,41,management,married
33318,37,admin.,divorced
33319,41,blue-collar,married
33320,33,blue-collar,married
33321,39,technician,single
33322,43,blue-collar,married
33323,27,services,married
33324,39,technician,single
33325,39,technician,single
33326,32,technician,single
33327,39,technician,single
33328,39,technician,single
33329,39,technician,single
33330,50,services,married
33331,43,technician,single
33332,39,technician,married
33333,33,blue-collar,single
33334,29,admin.,married
33335,33,blue-collar,single
33336,30,admin.,married
33337,32,blue-collar,single
33338,33,blue-collar,single
33339,26,services,single
33340,37,admin.,married
33341,32,technician,divorced
33342,43,blue-collar,married
33343,28,unemployed,married
33344,47,entrepreneur,divorced
33345,53,technician,single
33346,55,admin.,married
33347,38,blue-collar,married
33348,46,blue-collar,married
33349,33,housemaid,married
33350,27,technician,single
33351,38,services,divorced
33352,55,blue-collar,married
33353,35,services,unknown
33354,48,management,married
33355,32,blue-collar,single
33356,36,blue-collar,married
33357,33,services,married
33358,35,technician,single
33359,48,management,married
33360,33,technician,divorced
33361,33,technician,divorced
33362,33,technician,divorced
33363,35,blue-collar,married
33364,40,blue-collar,single
33365,56,blue-collar,divorced
33366,32,services,married
33367,45,blue-collar,married
33368,28,management,single
33369,42,blue-collar,single
33370,42,blue-collar,married
33371,49,blue-collar,married
33372,29,blue-collar,single
33373,32,admin.,married
33374,50,entrepreneur,married
33375,30,admin.,single
33376,42,blue-collar,married
33377,43,blue-collar,single
33378,41,management,married
33379,31,unemployed,married
33380,28,services,single
33381,28,admin.,single
33382,48,blue-collar,married
33383,54,retired,divorced
33384,34,services,married
33385,55,admin.,married
33386,28,admin.,single
33387,36,blue-collar,married
33388,29,blue-collar,married
33389,23,blue-collar,single
33390,26,blue-collar,married
33391,43,management,married
33392,55,admin.,married
33393,29,admin.,married
33394,39,blue-collar,married
33395,42,blue-collar,married
33396,31,technician,single
33397,33,blue-collar,single
33398,39,technician,single
33399,32,blue-collar,married
33400,33,services,divorced
33401,36,admin.,married
33402,59,housemaid,divorced
33403,28,blue-collar,single
33404,32,technician,single
33405,37,technician,single
33406,39,blue-collar,single
33407,37,technician,single
33408,33,services,married
33409,27,self-employed,married
33410,31,admin.,single
33411,44,unemployed,married
33412,31,blue-collar,single
33413,41,blue-collar,married
33414,35,technician,single
33415,35,blue-collar,married
33416,48,management,married
33417,34,admin.,single
33418,33,blue-collar,married
33419,35,blue-collar,married
33420,34,admin.,single
33421,41,housemaid,married
33422,33,services,married
33423,28,admin.,single
33424,48,blue-collar,single
33425,36,admin.,single
33426,29,admin.,single
33427,49,retired,married
33428,49,retired,married
33429,28,technician,single
33430,26,services,single
33431,25,technician,married
33432,25,technician,married
33433,28,technician,single
33434,33,technician,single
33435,31,blue-collar,single
33436,35,admin.,single
33437,29,services,married
33438,32,technician,single
33439,35,admin.,single
33440,27,admin.,single
33441,28,technician,divorced
33442,28,technician,divorced
33443,32,admin.,single
33444,45,admin.,married
33445,32,admin.,single
33446,57,housemaid,married
33447,31,blue-collar,married
33448,51,blue-collar,married
33449,25,technician,single
33450,27,technician,single
33451,41,blue-collar,married
33452,56,admin.,married
33453,55,blue-collar,married
33454,28,management,married
33455,55,blue-collar,married
33456,41,blue-collar,married
33457,49,entrepreneur,married
33458,31,services,single
33459,29,technician,single
33460,28,technician,single
33461,33,self-employed,married
33462,37,technician,single
33463,31,technician,single
33464,47,blue-collar,married
33465,48,admin.,divorced
33466,22,blue-collar,married
33467,38,admin.,single
33468,28,blue-collar,single
33469,35,admin.,single
33470,43,admin.,single
33471,50,blue-collar,married
33472,31,unemployed,married
33473,29,admin.,married
33474,27,student,single
33475,30,technician,single
33476,31,technician,married
33477,43,blue-collar,married
33478,48,blue-collar,married
33479,32,blue-collar,married
33480,45,blue-collar,married
33481,32,management,single
33482,27,blue-collar,single
33483,34,blue-collar,married
33484,40,services,single
33485,27,technician,single
33486,34,technician,married
33487,32,management,single
33488,44,admin.,divorced
33489,34,blue-collar,married
33490,53,technician,married
33491,39,admin.,married
33492,45,blue-collar,married
33493,33,technician,divorced
33494,24,admin.,single
33495,42,services,married
33496,40,services,single
33497,57,blue-collar,married
33498,43,blue-collar,married
33499,34,admin.,married
33500,27,technician,married
33501,27,blue-collar,married
33502,41,blue-collar,married
33503,31,services,married
33504,33,technician,single
33505,49,technician,divorced
33506,34,technician,single
33507,32,services,married
33508,35,admin.,single
33509,35,blue-collar,single
33510,29,blue-collar,married
33511,31,services,single
33512,38,blue-collar,married
33513,33,blue-collar,single
33514,51,blue-collar,divorced
33515,30,student,single
33516,32,technician,single
33517,28,services,single
33518,32,technician,single
33519,34,housemaid,single
33520,38,admin.,married
33521,35,blue-collar,married
33522,28,student,single
33523,59,housemaid,divorced
33524,36,blue-collar,married
33525,36,blue-collar,single
33526,32,entrepreneur,married
33527,38,admin.,divorced
33528,32,blue-collar,married
33529,27,services,married
33530,35,blue-collar,married
33531,31,services,single
33532,57,retired,divorced
33533,36,services,divorced
33534,28,management,single
33535,36,services,single
33536,43,blue-collar,married
33537,35,services,divorced
33538,28,student,single
33539,29,services,married
33540,37,technician,single
33541,32,blue-collar,single
33542,30,self-employed,married
33543,45,admin.,married
33544,32,technician,single
33545,27,management,married
33546,33,technician,single
33547,33,technician,divorced
33548,38,services,divorced
33549,32,management,single
33550,31,technician,married
33551,46,admin.,married
33552,33,blue-collar,married
33553,46,technician,married
33554,49,admin.,divorced
33555,47,blue-collar,divorced
33556,32,admin.,single
33557,28,services,single
33558,32,admin.,single
33559,46,management,married
33560,46,blue-collar,married
33561,54,blue-collar,married
33562,48,admin.,divorced
33563,35,admin.,single
33564,33,services,married
33565,50,entrepreneur,married
33566,41,technician,single
33567,36,services,divorced
33568,33,blue-collar,married
33569,27,technician,single
33570,44,admin.,divorced
33571,36,technician,married
33572,42,blue-collar,married
33573,31,admin.,married
33574,34,self-employed,single
33575,59,admin.,divorced
33576,28,technician,married
33577,28,blue-collar,married
33578,33,blue-collar,single
33579,33,management,married
33580,28,unemployed,married
33581,29,technician,single
33582,38,admin.,single
33583,37,services,divorced
33584,26,self-employed,married
33585,34,services,married
33586,33,blue-collar,single
33587,33,blue-collar,married
33588,53,technician,married
33589,35,admin.,married
33590,53,technician,married
33591,38,admin.,divorced
33592,32,admin.,single
33593,49,blue-collar,married
33594,42,self-employed,divorced
33595,34,blue-collar,married
33596,31,technician,married
33597,30,admin.,married
33598,34,admin.,married
33599,42,services,single
33600,34,blue-collar,married
33601,42,blue-collar,married
33602,37,services,married
33603,53,self-employed,married
33604,38,student,divorced
33605,34,blue-collar,married
33606,27,blue-collar,single
33607,33,blue-collar,married
33608,25,student,single
33609,43,blue-collar,married
33610,35,admin.,single
33611,35,blue-collar,single
33612,55,blue-collar,divorced
33613,34,admin.,married
33614,31,technician,married
33615,43,technician,married
33616,47,admin.,divorced
33617,35,entrepreneur,married
33618,42,services,single
33619,37,admin.,divorced
33620,38,technician,single
33621,33,blue-collar,married
33622,26,blue-collar,single
33623,30,technician,single
33624,26,student,single
33625,39,admin.,married
33626,27,admin.,single
33627,43,blue-collar,married
33628,25,admin.,married
33629,26,student,single
33630,33,blue-collar,single
33631,55,management,married
33632,40,blue-collar,single
33633,35,technician,single
33634,38,self-employed,married
33635,41,services,married
33636,29,management,divorced
33637,53,services,married
33638,34,services,divorced
33639,55,blue-collar,divorced
33640,38,blue-collar,single
33641,51,blue-collar,divorced
33642,57,admin.,married
33643,24,housemaid,married
33644,47,blue-collar,married
33645,35,admin.,single
33646,32,blue-collar,married
33647,34,services,divorced
33648,43,self-employed,divorced
33649,36,blue-collar,divorced
33650,53,blue-collar,single
33651,42,services,married
33652,36,blue-collar,divorced
33653,43,admin.,married
33654,38,self-employed,married
33655,43,admin.,married
